source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,start,"(382, 384)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,start,"(381, 383)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,start,"(384, 388)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,add,"(429, 432)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,add,"(400, 422)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,add,"(400, 420)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,add,"(424, 429)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,add,"(400, 427)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,toContinue,"(472, 475)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,toContinue,"(464, 470)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,toContinue,"(463, 470)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,toContinue,"(464, 476)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,toContinue,"(463, 476)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,applyInitialHessian,"(639, 648)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,applyInitialHessian,"(638, 648)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,applyInitialHessian,"(641, 647)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(689, 699)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(688, 699)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(687, 699)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(686, 699)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(690, 692)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(773, 784)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(778, 783)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(768, 784)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(763, 784)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,update,"(762, 784)"
projects/CoreNLP/src/edu/stanford/nlp/optimization/QNMinimizer.java,computeDir,"(832, 848)"
