source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,<init>,"public void <init>(java.util.Properties, edu.stanford.nlp.coref.data.Dictionaries) ","(33, 46)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,<init>,"public void <init>(java.util.Properties, edu.stanford.nlp.coref.data.Dictionaries) ","(34, 46)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,<init>,"public void <init>(java.util.Properties, edu.stanford.nlp.coref.data.Dictionaries) ","(35, 46)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,<init>,"public void <init>(java.util.Properties, edu.stanford.nlp.coref.data.Dictionaries) ","(37, 46)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,<init>,"public void <init>(java.util.Properties, edu.stanford.nlp.coref.data.Dictionaries) ","(38, 43)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,runCoref,public void runCoref(edu.stanford.nlp.coref.data.Document) ,"(54, 61)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,runCoref,public void runCoref(edu.stanford.nlp.coref.data.Document) ,"(53, 61)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,runCoref,public void runCoref(edu.stanford.nlp.coref.data.Document) ,"(55, 60)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,runCoref,public void runCoref(edu.stanford.nlp.coref.data.Document) ,"(63, 95)"
../projects/CoreNLP/src/edu/stanford/nlp/coref/neural/NeuralCorefAlgorithm.java,runCoref,public void runCoref(edu.stanford.nlp.coref.data.Document) ,"(55, 59)"
