source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,<init>,"public void <init>(java.lang.String, boolean) ","(155, 157)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,<init>,"public void <init>(java.lang.String, boolean) ","(154, 157)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,<init>,"public void <init>(java.lang.String, boolean) ","(155, 158)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,getRequiredProperty,"private static java.lang.String getRequiredProperty(java.util.Properties, java.lang.String) ","(193, 195)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,getRequiredProperty,"private static java.lang.String getRequiredProperty(java.util.Properties, java.lang.String) ","(193, 194)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,getRequiredProperty,"private static java.lang.String getRequiredProperty(java.util.Properties, java.lang.String) ","(192, 197)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,getRequiredProperty,"private static java.lang.String getRequiredProperty(java.util.Properties, java.lang.String) ","(192, 196)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,getRequiredProperty,"private static java.lang.String getRequiredProperty(java.util.Properties, java.lang.String) ","(194, 195)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadPropertiesFromClasspath,private static java.util.Properties loadPropertiesFromClasspath() ,"(208, 212)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadProperties,"private static java.util.Properties loadProperties(java.lang.String, java.lang.ClassLoader) ","(229, 231)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadProperties,"private static java.util.Properties loadProperties(java.lang.String, java.lang.ClassLoader) ","(228, 232)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadProperties,"private static java.util.Properties loadProperties(java.lang.String, java.lang.ClassLoader) ","(226, 237)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadProperties,"private static java.util.Properties loadProperties(java.lang.String, java.lang.ClassLoader) ","(223, 237)"
../projects/CoreNLP/src/edu/stanford/nlp/pipeline/StanfordCoreNLP.java,loadProperties,"private static java.util.Properties loadProperties(java.lang.String, java.lang.ClassLoader) ","(227, 237)"
