source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,save,"(167, 175)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,save,"(161, 175)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,save,"(163, 175)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,save,"(161, 167)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,save,"(161, 167)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readTags,"(193, 196)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readTags,"(193, 197)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readTags,"(194, 197)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readTags,"(185, 188)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readTags,"(196, 201)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readVerbs,"(215, 217)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readVerbs,"(214, 217)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readVerbs,"(212, 217)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,readVerbs,"(209, 211)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(224, 232)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(220, 232)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(224, 232)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(224, 230)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(220, 230)"
projects/CoreNLP/src/edu/stanford/nlp/tagger/maxent/Dictionary.java,read,"(236, 240)"
