source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,logNormalizeInPlace,public static void logNormalizeInPlace(Counter<E>) ,"(129, 131)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"public static double max(Counter<E>, double) ","(163, 167)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"public static double max(Counter<E>, double) ","(164, 167)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"public static double max(Counter<E>, double) ","(164, 166)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"public static double max(Counter<E>, double) ","(163, 166)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,asCounter,public static Counter<E> asCounter(Collection<E>) ,"(180, 183)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,asCounter,public static Counter<E> asCounter(Collection<E>) ,"(180, 182)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,asCounter,public static Counter<E> asCounter(Collection<E>) ,"(179, 182)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,min,public static double min(Counter<E>) ,"(194, 197)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,min,public static double min(Counter<E>) ,"(194, 196)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,min,public static double min(Counter<E>) ,"(193, 196)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,public static E argmin(Counter<E>) ,"(221, 230)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,public static E argmin(Counter<E>) ,"(223, 230)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,public static E argmin(Counter<E>) ,"(223, 229)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,public static E argmin(Counter<E>) ,"(221, 229)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,public static E argmin(Counter<E>) ,"(220, 229)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"public static E argmax(Counter<E>, Comparator<E>, E) ","(258, 267)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"public static E argmax(Counter<E>, Comparator<E>, E) ","(259, 267)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"public static E argmax(Counter<E>, Comparator<E>, E) ","(258, 266)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"public static E argmax(Counter<E>, Comparator<E>, E) ","(260, 267)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"public static E argmax(Counter<E>, Comparator<E>, E) ","(260, 266)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,"public static E argmin(Counter<E>, Comparator<E>) ","(278, 287)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,"public static E argmin(Counter<E>, Comparator<E>) ","(280, 287)"
../projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,"public static E argmin(Counter<E>, Comparator<E>) ","(280, 286)"
