source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,<init>,"public void <init>(edu.stanford.nlp.trees.TreebankLanguagePack, boolean) ","(88, 106)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,<init>,"public void <init>(edu.stanford.nlp.trees.TreebankLanguagePack, boolean) ","(104, 106)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,<init>,"public void <init>(edu.stanford.nlp.trees.TreebankLanguagePack, boolean) ","(95, 96)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,<init>,"public void <init>(edu.stanford.nlp.trees.TreebankLanguagePack, boolean) ","(92, 96)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,<init>,"public void <init>(edu.stanford.nlp.trees.TreebankLanguagePack, boolean) ","(92, 93)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,ruleChanges,private void ruleChanges() ,"(150, 153)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,ruleChanges,private void ruleChanges() ,"(147, 153)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,ruleChanges,private void ruleChanges() ,"(147, 150)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,ruleChanges,private void ruleChanges() ,"(144, 153)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,ruleChanges,private void ruleChanges() ,"(144, 150)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,postOperationFix,"protected sealed int postOperationFix(int, edu.stanford.nlp.trees.Tree[]) ","(166, 175)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,postOperationFix,"protected sealed int postOperationFix(int, edu.stanford.nlp.trees.Tree[]) ","(173, 175)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,postOperationFix,"protected sealed int postOperationFix(int, edu.stanford.nlp.trees.Tree[]) ","(170, 175)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,postOperationFix,"protected sealed int postOperationFix(int, edu.stanford.nlp.trees.Tree[]) ","(170, 172)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,postOperationFix,"protected sealed int postOperationFix(int, edu.stanford.nlp.trees.Tree[]) ","(167, 175)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,determineNonTrivialHead,"protected sealed edu.stanford.nlp.trees.Tree determineNonTrivialHead(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(216, 217)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,determineNonTrivialHead,"protected sealed edu.stanford.nlp.trees.Tree determineNonTrivialHead(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(246, 257)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,determineNonTrivialHead,"protected sealed edu.stanford.nlp.trees.Tree determineNonTrivialHead(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(233, 239)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,determineNonTrivialHead,"protected sealed edu.stanford.nlp.trees.Tree determineNonTrivialHead(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(245, 258)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,determineNonTrivialHead,"protected sealed edu.stanford.nlp.trees.Tree determineNonTrivialHead(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(241, 258)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isExistential,"private boolean isExistential(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(316, 350)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isExistential,"private boolean isExistential(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(315, 350)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isExistential,"private boolean isExistential(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(325, 329)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isExistential,"private boolean isExistential(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(343, 347)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isExistential,"private boolean isExistential(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(320, 333)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isWHQ,"private static boolean isWHQ(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(383, 387)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isWHQ,"private static boolean isWHQ(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(383, 385)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isWHQ,"private static boolean isWHQ(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(371, 381)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isWHQ,"private static boolean isWHQ(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(370, 381)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,isWHQ,"private static boolean isWHQ(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.trees.Tree) ","(373, 379)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/SemanticHeadFinder.java,hasPassiveProgressiveAuxiliary,"private boolean hasPassiveProgressiveAuxiliary(edu.stanford.nlp.trees.Tree[], HashSet<java.lang.String>) ","(413, 415)"
