source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeDatumFromStrings,"(286, 297)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeDatumFromStrings,"(288, 297)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeDatumFromStrings,"(288, 295)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeDatumFromStrings,"(286, 295)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeDatumFromStrings,"(290, 295)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeRVFDatumFromStrings,"(308, 317)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeRVFDatumFromStrings,"(311, 317)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeRVFDatumFromStrings,"(308, 323)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeRVFDatumFromStrings,"(308, 317)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,makeRVFDatumFromStrings,"(309, 317)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readAndReturnTrainingExamples,"(350, 362)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readAndReturnTrainingExamples,"(359, 362)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readAndReturnTrainingExamples,"(359, 362)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readAndReturnTrainingExamples,"(359, 363)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readAndReturnTrainingExamples,"(357, 363)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readDataset,"(435, 478)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readDataset,"(435, 478)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readDataset,"(460, 467)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readDataset,"(459, 467)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,readDataset,"(462, 470)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,splitLineToFields,"(493, 499)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,splitLineToFields,"(493, 498)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,splitLineToFields,"(489, 498)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeResultsSummary,"(506, 510)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeResultsSummary,"(505, 510)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeResultsSummary,"(551, 557)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeResultsSummary,"(551, 555)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeResultsSummary,"(551, 557)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeAnswer,"(603, 605)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeAnswer,"(603, 605)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeAnswer,"(584, 598)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeAnswer,"(584, 598)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,writeAnswer,"(590, 598)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,updatePerformanceStatistics,"(616, 626)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,updatePerformanceStatistics,"(615, 626)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,updatePerformanceStatistics,"(645, 646)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,updatePerformanceStatistics,"(626, 659)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,updatePerformanceStatistics,"(631, 658)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,finishRanking,"(666, 672)"
projects/CoreNLP/src/edu/stanford/nlp/classify/ColumnDataClassifier.java,finishRanking,"(662, 672)"
