source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,<init>,"(125, 129)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,<init>,"(125, 133)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,<init>,"(136, 231)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,<init>,"(147, 231)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,<init>,"(125, 128)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,getInputSentence,"(278, 284)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,getInputSentence,"(280, 283)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,getInputSentence,"(278, 285)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,getInputSentence,"(277, 285)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,getInputSentence,"(277, 284)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,processResults,"(392, 401)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,processResults,"(392, 399)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,processResults,"(391, 401)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,processResults,"(391, 399)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,processResults,"(385, 401)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,testOnTreebank,"(661, 718)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,testOnTreebank,"(686, 689)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,testOnTreebank,"(661, 718)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,testOnTreebank,"(657, 718)"
projects/CoreNLP/src/edu/stanford/nlp/parser/lexparser/EvaluateTreebank.java,testOnTreebank,"(661, 718)"
