source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOB2ResultsTest,"private static void runIOB2ResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(36, 41)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOB2ResultsTest,"private static void runIOB2ResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(38, 39)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOB2ResultsTest,"private static void runIOB2ResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(38, 40)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOB2ResultsTest,"private static void runIOB2ResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(34, 41)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOB2ResultsTest,"private static void runIOB2ResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(42, 48)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOB2Results,public void testIOB2Results() ,"(105, 106)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOB2Results,public void testIOB2Results() ,"(104, 106)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOB2Results,public void testIOB2Results() ,"(104, 105)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOB2Results,public void testIOB2Results() ,"(103, 106)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOB2Results,public void testIOB2Results() ,"(103, 105)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOBResultsTest,"public static void runIOBResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(120, 125)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOBResultsTest,"public static void runIOBResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(122, 123)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOBResultsTest,"public static void runIOBResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(122, 124)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOBResultsTest,"public static void runIOBResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(118, 125)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,runIOBResultsTest,"public static void runIOBResultsTest(java.lang.String[], java.lang.String[], double, double, double) ","(126, 132)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOBResults,public void testIOBResults() ,"(151, 152)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOBResults,public void testIOBResults() ,"(150, 152)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOBResults,public void testIOBResults() ,"(150, 151)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOBResults,public void testIOBResults() ,"(149, 152)"
../projects/CoreNLP/test/src/edu/stanford/nlp/ie/AbstractSequenceClassifierTest.java,testIOBResults,public void testIOBResults() ,"(149, 151)"
