source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setSentimentLabels,static void setSentimentLabels(edu.stanford.nlp.trees.Tree) ,"(59, 60)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setSentimentLabels,static void setSentimentLabels(edu.stanford.nlp.trees.Tree) ,"(56, 60)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setSentimentLabels,static void setSentimentLabels(edu.stanford.nlp.trees.Tree) ,"(55, 60)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setSentimentLabels,static void setSentimentLabels(edu.stanford.nlp.trees.Tree) ,"(51, 53)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setSentimentLabels,static void setSentimentLabels(edu.stanford.nlp.trees.Tree) ,"(51, 58)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setIndexLabels,"static int setIndexLabels(edu.stanford.nlp.trees.Tree, int) ","(74, 77)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setIndexLabels,"static int setIndexLabels(edu.stanford.nlp.trees.Tree, int) ","(74, 76)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setIndexLabels,"static int setIndexLabels(edu.stanford.nlp.trees.Tree, int) ","(73, 77)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setIndexLabels,"static int setIndexLabels(edu.stanford.nlp.trees.Tree, int) ","(73, 76)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,setIndexLabels,"static int setIndexLabels(edu.stanford.nlp.trees.Tree, int) ","(72, 73)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTreeVectors,"static int outputTreeVectors(edu.stanford.nlp.trees.Tree, int) ","(89, 95)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTreeVectors,"static int outputTreeVectors(edu.stanford.nlp.trees.Tree, int) ","(89, 94)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTreeVectors,"static int outputTreeVectors(edu.stanford.nlp.trees.Tree, int) ","(90, 94)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTreeVectors,"static int outputTreeVectors(edu.stanford.nlp.trees.Tree, int) ","(90, 93)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTreeVectors,"static int outputTreeVectors(edu.stanford.nlp.trees.Tree, int) ","(91, 94)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTree,"static void outputTree(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.sentiment.SentimentPipeline.Output) ","(121, 122)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTree,"static void outputTree(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.sentiment.SentimentPipeline.Output) ","(108, 110)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTree,"static void outputTree(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.sentiment.SentimentPipeline.Output) ","(114, 117)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTree,"static void outputTree(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.sentiment.SentimentPipeline.Output) ","(114, 116)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,outputTree,"static void outputTree(edu.stanford.nlp.trees.Tree, edu.stanford.nlp.sentiment.SentimentPipeline.Output) ","(109, 110)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,help,public static void help() ,"(134, 135)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,help,public static void help() ,"(133, 135)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,help,public static void help() ,"(133, 134)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,help,public static void help() ,"(132, 135)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,help,public static void help() ,"(132, 134)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(192, 232)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(189, 232)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(185, 232)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(182, 232)"
../projects/CoreNLP/src/edu/stanford/nlp/sentiment/SentimentPipeline.java,main,public static void main(java.lang.String[]) throws java.io.IOException,"(194, 232)"
