source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(int, ThreadsafeProcessor<I,O>, boolean) ","(79, 85)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(int, ThreadsafeProcessor<I,O>, boolean) ","(76, 100)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(int, ThreadsafeProcessor<I,O>, boolean) ","(75, 90)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(int, ThreadsafeProcessor<I,O>, boolean) ","(75, 100)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(int, ThreadsafeProcessor<I,O>, boolean) ","(78, 85)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,put,public synchronized void put(I) throws java.util.concurrent.RejectedExecutionException,"(148, 151)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,put,public synchronized void put(I) throws java.util.concurrent.RejectedExecutionException,"(138, 147)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,put,public synchronized void put(I) throws java.util.concurrent.RejectedExecutionException,"(137, 147)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,put,public synchronized void put(I) throws java.util.concurrent.RejectedExecutionException,"(148, 150)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,put,public synchronized void put(I) throws java.util.concurrent.RejectedExecutionException,"(149, 151)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,join,public void join(boolean) ,"(176, 179)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,join,public void join(boolean) ,"(182, 184)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,join,public void join(boolean) ,"(172, 185)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,join,public void join(boolean) ,"(172, 174)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,join,public void join(boolean) ,"(175, 185)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,poll,public O poll() ,"(213, 215)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,poll,public O poll() ,"(212, 215)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,poll,public O poll() ,"(212, 214)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(I, int, ThreadsafeProcessor<I,O>, int, JobCallback<O>) ","(249, 250)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(I, int, ThreadsafeProcessor<I,O>, int, JobCallback<O>) ","(248, 249)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(I, int, ThreadsafeProcessor<I,O>, int, JobCallback<O>) ","(247, 248)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(I, int, ThreadsafeProcessor<I,O>, int, JobCallback<O>) ","(246, 247)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,<init>,"public void <init>(I, int, ThreadsafeProcessor<I,O>, int, JobCallback<O>) ","(248, 250)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,call,public java.lang.Integer call() ,"(256, 257)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,call,public java.lang.Integer call() ,"(256, 259)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,call,public java.lang.Integer call() ,"(256, 258)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,call,public java.lang.Integer call() ,"(264, 266)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,call,public java.lang.Integer call() ,"(264, 265)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,equals,public sealed boolean equals(java.lang.Object) ,"(296, 297)"
../projects/CoreNLP/src/edu/stanford/nlp/util/concurrent/MulticoreWrapper.java,equals,public sealed boolean equals(java.lang.Object) ,"(295, 297)"
