source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"(167, 169)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,max,"(165, 168)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,"(223, 230)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"(258, 271)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"(262, 271)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"(258, 271)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"(253, 258)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmax,"(265, 271)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,argmin,"(285, 291)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,deleteOutofRange,"(573, 589)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,deleteOutofRange,"(573, 587)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,deleteOutofRange,"(574, 589)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,deleteOutofRange,"(574, 587)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,deleteOutofRange,"(581, 589)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainTop,"(598, 601)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainTopKeyComparable,"(614, 617)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainTopKeyComparable,"(614, 617)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainBottom,"(631, 636)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainBottom,"(631, 636)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainBottom,"(631, 636)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainBottom,"(631, 636)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainBottom,"(634, 635)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainNonZeros,"(652, 653)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainNonZeros,"(648, 652)"
projects/CoreNLP/src/edu/stanford/nlp/stats/Counters.java,retainNonZeros,"(647, 652)"
