source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,addNormalizedQuantitiesToEntities,"(164, 166)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,addNormalizedQuantitiesToEntities,"(163, 166)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,addNormalizedQuantitiesToEntities,"(155, 213)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,addNormalizedQuantitiesToEntities,"(151, 154)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,addNormalizedQuantitiesToEntities,"(168, 171)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,detectQuantityModifier,"(233, 262)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,detectQuantityModifier,"(261, 262)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,detectQuantityModifier,"(261, 261)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,detectQuantityModifier,"(245, 262)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,detectQuantityModifier,"(244, 262)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,processEntity,"(329, 331)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,processEntity,"(288, 331)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,processEntity,"(287, 331)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,processEntity,"(321, 324)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,processEntity,"(288, 328)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,normalizedMoneyString,"(391, 396)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,normalizedMoneyString,"(390, 397)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,normalizedMoneyString,"(400, 408)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,normalizedMoneyString,"(390, 408)"
projects/CoreNLP/src/edu/stanford/nlp/ie/ChineseQuantifiableEntityNormalizer.java,normalizedMoneyString,"(379, 408)"
