source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,<init>,"public void <init>(edu.stanford.nlp.trees.Tree, Collection<edu.stanford.nlp.trees.GrammaticalRelation>, java.util.concurrent.locks.Lock, edu.stanford.nlp.trees.HeadFinder, Predicate<java.lang.String>) ","(109, 110)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,<init>,"public void <init>(edu.stanford.nlp.trees.Tree, Collection<edu.stanford.nlp.trees.GrammaticalRelation>, java.util.concurrent.locks.Lock, edu.stanford.nlp.trees.HeadFinder, Predicate<java.lang.String>) ","(108, 109)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,<init>,"public void <init>(edu.stanford.nlp.trees.Tree, Collection<edu.stanford.nlp.trees.GrammaticalRelation>, java.util.concurrent.locks.Lock, edu.stanford.nlp.trees.HeadFinder, Predicate<java.lang.String>) ","(108, 110)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,<init>,"public void <init>(edu.stanford.nlp.trees.Tree, Collection<edu.stanford.nlp.trees.GrammaticalRelation>, java.util.concurrent.locks.Lock, edu.stanford.nlp.trees.HeadFinder, Predicate<java.lang.String>) ","(104, 109)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,<init>,"public void <init>(edu.stanford.nlp.trees.Tree, Collection<edu.stanford.nlp.trees.GrammaticalRelation>, java.util.concurrent.locks.Lock, edu.stanford.nlp.trees.HeadFinder, Predicate<java.lang.String>) ","(104, 110)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,indexLeaves,"private int indexLeaves(edu.stanford.nlp.trees.TreeGraphNode, int) ","(159, 164)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,indexLeaves,"private int indexLeaves(edu.stanford.nlp.trees.TreeGraphNode, int) ","(159, 166)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,indexLeaves,"private int indexLeaves(edu.stanford.nlp.trees.TreeGraphNode, int) ","(159, 165)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,indexLeaves,"private int indexLeaves(edu.stanford.nlp.trees.TreeGraphNode, int) ","(168, 170)"
../projects/CoreNLP/src/edu/stanford/nlp/trees/GrammaticalStructure.java,indexLeaves,"private int indexLeaves(edu.stanford.nlp.trees.TreeGraphNode, int) ","(165, 166)"
