source_filename,function_name,loc_suggestion
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,combineSegmentedSentence,"(165, 167)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,combineSegmentedSentence,"(164, 168)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,combineSegmentedSentence,"(164, 169)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,combineSegmentedSentence,"(163, 169)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,combineSegmentedSentence,"(163, 168)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswer,"(184, 193)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswer,"(187, 193)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(210, 213)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(209, 213)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(207, 214)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(202, 214)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(215, 222)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(229, 248)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(229, 247)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(232, 239)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(231, 239)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,separatePuncs,"(229, 240)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,gluePunc,"(270, 272)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,gluePunc,"(269, 272)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,gluePunc,"(269, 271)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,gluePunc,"(268, 272)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,gluePunc,"(268, 271)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processColons,"(315, 319)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processColons,"(312, 322)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processColons,"(312, 321)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processColons,"(312, 320)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processColons,"(297, 302)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processPercents,"(338, 343)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processPercents,"(338, 342)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processPercents,"(341, 344)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processPercents,"(341, 343)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processPercents,"(338, 341)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processDots,"(366, 372)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processDots,"(366, 371)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processDots,"(366, 369)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processDots,"(365, 372)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processDots,"(365, 371)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processCommas,"(384, 385)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processCommas,"(383, 385)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processCommas,"(386, 429)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processCommas,"(386, 428)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,processCommas,"(386, 403)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerCTB,"(436, 445)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerCTB,"(438, 447)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerCTB,"(438, 445)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerCTB,"(433, 444)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerCTB,"(436, 444)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerPK,"(470, 478)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerPK,"(466, 478)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerPK,"(462, 478)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerPK,"(462, 466)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerPK,"(462, 465)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerAS,"(502, 505)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerAS,"(501, 505)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerAS,"(501, 503)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerAS,"(500, 503)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerAS,"(500, 502)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerHK,"(526, 538)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerHK,"(526, 535)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerHK,"(526, 534)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerHK,"(510, 521)"
projects/CoreNLP/src/edu/stanford/nlp/wordseg/ChineseStringUtils.java,postProcessingAnswerHK,"(514, 521)"
