source_filename,function_name,function_signature,loc_suggestion
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,public void <init>() ,"(139, 144)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,public void <init>() ,"(139, 141)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,public void <init>() ,"(139, 140)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,public void <init>() ,"(144, 152)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,public void <init>() ,"(141, 152)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,highlightSentence,"private void highlightSentence(int, int) ","(210, 213)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,highlightSentence,"private void highlightSentence(int, int) ","(198, 214)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,highlightSentence,"private void highlightSentence(int, int) ","(210, 215)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,highlightSentence,"private void highlightSentence(int, int) ","(206, 215)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,highlightSentence,"private void highlightSentence(int, int) ","(213, 215)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,nearestDelimiter,"private int nearestDelimiter(java.lang.String, int, int) ","(233, 246)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,nearestDelimiter,"private int nearestDelimiter(java.lang.String, int, int) ","(232, 246)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,nearestDelimiter,"private int nearestDelimiter(java.lang.String, int, int) ","(243, 244)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,nearestDelimiter,"private int nearestDelimiter(java.lang.String, int, int) ","(240, 245)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,nearestDelimiter,"private int nearestDelimiter(java.lang.String, int, int) ","(236, 245)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setFont,private void setFont() ,"(296, 297)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setChineseFont,private void setChineseFont() ,"(303, 314)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setChineseFont,private void setChineseFont() ,"(306, 307)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setChineseFont,private void setChineseFont() ,"(305, 307)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setChineseFont,private void setChineseFont() ,"(304, 307)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,setChineseFont,private void setChineseFont() ,"(305, 306)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,parse,public void parse() ,"(333, 337)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,parse,public void parse() ,"(333, 336)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,parse,public void parse() ,"(331, 338)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,parse,public void parse() ,"(335, 337)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,parse,public void parse() ,"(333, 334)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile() ,"(349, 351)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile() ,"(346, 347)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile() ,"(347, 351)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile(java.lang.String) ,"(398, 403)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile(java.lang.String) ,"(397, 403)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile(java.lang.String) ,"(390, 391)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile(java.lang.String) ,"(379, 412)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,loadFile,public void loadFile(java.lang.String) ,"(364, 374)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput() ,"(429, 431)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput() ,"(434, 438)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput() ,"(435, 438)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput() ,"(436, 438)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput() ,"(434, 435)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput(java.lang.String) ,"(456, 458)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput(java.lang.String) ,"(450, 458)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput(java.lang.String) ,"(460, 485)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput(java.lang.String) ,"(451, 458)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,saveOutput,public void saveOutput(java.lang.String) ,"(452, 458)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,"public void <init>(java.lang.String, javax.swing.JProgressBar, javax.swing.JDialog, javax.swing.JButton, List<List<edu.stanford.nlp.ling.HasWord>>) ","(510, 511)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,"public void <init>(java.lang.String, javax.swing.JProgressBar, javax.swing.JDialog, javax.swing.JButton, List<List<edu.stanford.nlp.ling.HasWord>>) ","(509, 510)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,"public void <init>(java.lang.String, javax.swing.JProgressBar, javax.swing.JDialog, javax.swing.JButton, List<List<edu.stanford.nlp.ling.HasWord>>) ","(508, 509)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,"public void <init>(java.lang.String, javax.swing.JProgressBar, javax.swing.JDialog, javax.swing.JButton, List<List<edu.stanford.nlp.ling.HasWord>>) ","(507, 508)"
../projects/CoreNLP/src/edu/stanford/nlp/parser/ui/ParserPanel.java,<init>,"public void <init>(java.lang.String, javax.swing.JProgressBar, javax.swing.JDialog, javax.swing.JButton, List<List<edu.stanford.nlp.ling.HasWord>>) ","(509, 511)"
